,Pickups,MedianIncome,TotalPopulation,Population_Density, Employment_Density,Percent_Zero_Car_Ownership,LandUse_Diversity,Distance_from_transit,Trip_Miles,Trip_Seconds,cluster
581,2656,45139,4720,28.97926139,1.246437607,0.252949463,0.121511984,348.6925,6.753689759036145,1204.8113704819275,2
582,2627,30313,4070,50.5554458,2.075122307,0.51396648,0.139803957,225.305,6.307689379520365,1093.8207080319755,0
583,2598,101250,2252,407.5841892,62.8418455,0.528550707,0.2809905,67.725,6.96874518860662,1139.635103926097,0
584,2594,109688,1829,34.54353781,24.66341385,0.284679089,1.501965457,209.215,5.770855821125675,1157.2409406322283,0
585,2586,31250,1154,14.34985341,2.337757747,0.207394541,0.354048964,442.57,5.627184841453983,972.7907965970612,2
586,2583,29135,1479,6.915823002,3.077528223,0.060682829,0.909693923,152.215,7.003174603174603,999.2528068137824,0
587,2582,82333,1496,18.54660431,0.694257915,0.344938528,0.07436919,343.33,7.061890007745933,1074.7889233152596,0
588,2550,86146,2058,8.208407972,11.38727151,0.136887556,2.726838586,474.76,6.1952549019607845,1193.5341176470588,2
589,2526,67000,4193,25.88721788,1.321255818,0.065941197,0.180679375,228.66,6.462787015043547,1307.4038004750594,2
590,2522,78417,1586,99.00896335,0.936402554,0.3798627,0.022288262,111.31,7.139532117367169,1053.9599524187154,0
591,2521,43073,1498,8.905476511,0.190237148,0.329187779,0.057553957,516.33,7.785323284410948,1016.750892502975,2
592,2499,49750,2310,16.93689981,0.776902286,0.236364016,0.134414803,337.5133333,7.205722288915566,1108.9739895958382,2
593,2488,51053,2927,43.52960506,3.048708246,0.035652165,0.222342733,193.12,6.228496784565916,1101.9099678456591,0
594,2483,24107,1447,22.02552312,3.181295323,0.438292867,0.276821192,284.32,6.3619814740233585,1023.1719693918646,0
595,2475,53375,5145,44.67329746,0.532719022,0.05124949,0.051435362,231.57,6.579393939393939,1332.688484848485,2
596,2465,28971,1251,30.73698467,0.294838772,0.015653775,0.027262792,126.735,5.502434077079108,940.4864097363084,0
597,2455,44931,3186,40.0743859,3.967561338,0.353720366,0.420925249,112.655,6.26887983706721,1133.8016293279022,0
598,2419,53173,2031,28.31171687,5.143783124,0.18277137,0.540263543,186.42,5.727035965274907,913.6271186440678,0
599,2411,93318,4047,10.86336024,1.544090773,0.511376849,0.383461086,386.2433333,8.3698880132725,1178.416424720033,2
600,2400,27000,1666,14.1214829,3.629900479,0.25437674,0.742806839,243.415,7.372624999999999,1228.8033333333333,2
601,2399,76576,4378,25.56239641,2.698422895,0.123978606,0.28818147,239.1666667,6.957440600250105,1210.5731554814506,0
602,2393,86000,5886,18.31918158,2.769399105,0.241361713,0.424485341,306.848,8.624028416213957,1170.781445883828,2
603,2381,29750,1615,15.10459531,0.203049333,0.054585153,0.024208566,262.86,7.357118857622847,1076.7753044939102,2
604,2377,54514,1302,3.462873521,10.03488617,0.250793901,9.091566265,236.04,7.534623474968448,1133.7942785023138,0
605,2377,65871,4498,17.08176274,1.381892444,0.262857143,0.312618335,432.7333333,7.3555742532604125,1210.2671434581405,2
606,2371,84507,4246,26.18795941,2.02802193,0.133261939,0.268127476,221.62,7.118473218051456,1263.435259384226,0
607,2335,156992,2101,13.81591857,2.304268852,0.348601611,0.433450262,322.54,6.038286937901499,819.0749464668094,0
608,2330,46113,5290,36.72212056,1.975504934,0.093309859,0.211652195,359.8666667,6.471244635193133,1172.2755364806867,2
609,2326,121182,3373,15.60236008,0.999189792,0.243392706,0.226085343,619.6,6.923731728288908,1171.496130696475,2
610,2306,113359,3749,17.6859241,2.231107895,0.134598712,0.385892571,315.1633333,6.868256721595837,1144.0984388551603,2
611,2301,74219,6479,10.11280766,1.358556579,0.252065239,1.063572733,354.0566667,10.345067362016517,1297.225988700565,2
612,2298,42208,1488,26.15204612,2.71247468,0.226775956,0.381633571,337.96,6.2379025239338555,977.0852915578764,0
613,2289,74338,5472,28.82764832,4.017552795,0.432359565,0.342554023,285.21,6.912844036697248,1201.705985146352,0
614,2288,72011,6261,9.798792316,5.019785561,0.011529585,4.891444029,411.452,5.982998251748252,1149.395541958042,2
615,2271,75737,6389,21.90139648,2.4281511,0.478787879,0.593947927,578.47,7.032892998678997,1231.52487890797,2
616,2269,72284,7157,25.35380387,1.501176051,0.210040058,0.177457147,240.9533333,8.579418245923314,1282.5914499779635,2
617,2264,31429,888,15.51710877,0.681494642,0.422718808,0.108938547,126.07,5.580167844522968,949.8604240282684,0
618,2249,44583,2559,16.08683156,0.032038323,0.545705342,0.006793479,342.655,7.452690084481992,1054.0911516229437,0
619,2235,42123,4415,26.47187009,1.620747694,0.174036139,0.255074591,231.0075,6.8639821029082775,1205.068008948546,0
620,2207,65329,2730,24.60464475,1.871007965,0.231651359,0.330979673,292.36,6.455777072949705,1246.6388763026732,0
621,2197,69896,3090,26.15809226,7.901633545,0.134258016,1.012352202,360.09,6.369594902139281,1207.262630860264,2
622,2190,56513,1572,19.57667795,1.138728747,0.331897854,0.156476998,270.905,7.619086757990868,1122.5461187214612,0
623,2119,99293,3841,23.98252187,1.116346063,0.173506515,0.152205985,229.3333333,6.7671071260028315,1284.657385559226,0
624,2108,45530,1610,29.2292147,0.123206206,0.103571868,0.015822612,235.365,6.619354838709677,997.7362428842504,0
625,2106,29385,4881,60.09003301,2.951556477,0.199095023,0.199777618,226.65,6.598195631528965,1106.502849002849,0
626,2101,28421,1284,17.24968544,1.222524435,0.158066067,0.150413223,339.3,6.820990004759638,1044.6230366492146,2
627,2074,54625,2089,25.59576612,1.905951032,0.275699268,0.223386864,253.475,5.167454194792671,1106.1374156219863,0
628,2054,53777,2279,11.43725952,1.00989727,0.372377676,0.18633253,284.985,8.002726387536514,1064.9284323271663,0
629,2050,39076,3943,48.153189,3.853866729,0.457350723,0.307722324,159.1466667,6.657268292682927,1150.753170731707,0
630,2034,17063,1507,24.7645935,1.100200135,0.012219183,0.145441137,185.075,5.820009832841691,975.4262536873156,0
631,2029,37784,1430,17.79468369,2.46387928,0.418681062,0.368715084,364.78,6.166929521931986,1068.2917693445047,0
632,2022,38269,1767,29.19633758,0.578130218,0.428943673,0.050287357,270.905,7.376607319485657,1138.23293768546,0
633,1973,81042,2714,33.25598092,1.150975198,0.229255319,0.105061082,394.96,6.159908768373036,1218.2671059300558,2
634,1962,107267,3433,23.91157734,10.1406105,0.233576642,1.248040422,245.425,6.456320081549439,1027.341488277268,0
635,1956,56250,2720,17.85025702,0.1809779,0.348408542,0.034437891,380.4333333,7.923517382413087,1050.2939672801635,2
636,1946,123625,6661,15.72410104,2.396962253,0.111267197,0.929097868,424.4625,7.346145940390545,1016.7708119218912,2
637,1917,73257,5468,12.71664046,15.86081974,0.043976684,4.294350714,404.482,6.4453312467396975,1248.3714136671883,2
638,1906,68606,1807,11.13449842,0.452683112,0.405347395,0.113333334,272.245,7.82492130115425,1025.0619097586568,0
639,1906,78656,4503,28.01955528,0.771459009,0.197157576,0.110461119,212.5675,7.1434417628541445,1218.01573976915,0
640,1901,47031,968,37.00421802,2.523014865,0.119547492,0.180821918,278.95,5.352446081009995,1157.4797475013152,0
641,1838,32109,1713,20.53726682,2.88936445,0.32424904,0.438181818,0.0,6.9039717083786725,997.842219804135,0
642,1807,16114,1067,11.40401957,22.88285463,0.179356713,4.979069767,261.52,6.512562257886,934.607083563918,0
643,1797,33565,1263,16.07124365,2.443134427,0.55922036,0.496124031,245.42,5.471841958820256,919.4474123539233,0
644,1795,75833,2230,18.38370094,3.706667345,0.099527243,1.11304859,282.305,6.044958217270195,1082.3866295264625,0
645,1791,36944,3784,27.58573305,3.50315038,0.056463049,1.240647397,148.19,7.277554438860972,1117.751535455053,0
646,1788,56167,1135,19.06238626,0.787584876,0.020315596,0.117281349,209.885,6.398322147651007,1063.4093959731545,0
647,1775,93517,5720,19.31247107,0.88933717,0.103296964,0.139246836,306.848,6.815661971830986,1038.4332394366195,2
648,1761,80195,5899,18.24910279,0.596524358,0.374731183,0.103232275,434.8575,7.334525837592277,1223.6802952867688,2
649,1755,26875,1693,25.84489132,0.439563567,0.521606729,0.041236906,176.36,7.71988603988604,1086.279772079772,0
650,1751,69643,2695,17.96116034,0.300178645,0.407026561,0.052402244,320.5266667,8.570588235294117,1205.5779554540263,2
651,1750,44732,1313,9.469283431,11.96461631,0.382936916,2.171465969,72.42,6.582971428571429,1029.584,0
652,1745,166719,4102,9.689807453,1.386555461,0.135089419,0.425836039,272.585,7.981203438395416,1171.9604584527222,0
653,1727,69631,3726,23.13760201,4.077158548,0.170770959,0.547304938,278.285,8.945975680370585,1219.880138969311,2
